城市,贷款金额,期限,月供,还款总费用,月管理费,期限最低范围,期限最高范围,还款方式,放款日期,审批时间,担保方式,申请人数,申请条件,总利息
北京,10万元,12月,9683,1.62,参考月利率 0.60%,12,36,分期还款,7,4,信用贷,1,23-60周岁、工资5000元以上、信用记录良好1、在北京上班半年以上的公务员、国家企事业单位、上市股份公司和民营企业等2、年龄23-60周岁，工资流水要求5000元以上，公务员或机关事业单位3000元以上3、信用记录3年内不能有2次逾期以上，负债不超过收入50％，公务员可以松一些（只看打卡工资，其他财力无法增加贷款金额）4、工资必须为银行代发并缴纳个税（现金或转帐都不可以）温馨提示：年龄在23-60周岁、工资必须为打卡形式发放、负债不能超流水50%方可申请,2668.4
北京,10万元,12月,9113,0.94,月管理费 0.78%,12,48,分期还款,5,3,信用贷,1,1、中国(不含港澳台)公民，22-55周岁(含)2、信用卡用户优先3、在现工作单位连续满3个月及以上4、两年内逾期记录不得超过5次，单词逾期记录不得超过30天。(征信空白可申请)温馨提示：申请人名下单张信用卡额度7万以上，且月均打卡工资1万以上，可获批0.78%超低月利息,9360
北京,10万元,12月,8829,0.59,月管理费 0.90%,12,60,分期还款,3,1,信用贷,0,1、身份证2、公积金卡2、信用报告3、工作证明,10800
北京,10万元,12月,9733,1.68,参考月利率 0.60%,12,48,分期还款,0,3,信用贷,1,21-55周岁、税后工资5000以上、工作满6个月1、年龄条件：年龄满21-55周岁2、流水条件：税后打卡工资5000以上3、信用条件：当前单位工作时间6个月以上4、房产条件：有无商品房都可以5、其他重要条件：信用报告不要有4次逾期，半年内不能有2次逾期，退休不能做6、55-60周岁的必须是事业单位、公务员或着律师、医生等优质客户温馨提示：本产品推广期间针对教育、卫生、新闻、广电、出版、银行、证券、保险、电信、航空、烟草、电力、石化等指定行业正式在职在编员工以及世界500、中国500强等公司员工，特推出专享利率、增加3种贷款期限范围（3、6、9个月）以及到期一次还本的还款方式,2645
北京,10万元,12月,10663,2.8,月管理费 2.33%,12,48,分期还款,3,1,信用贷,1,22-60周岁、税前收入2000以上、提供打卡工资流水1、年龄要求：22周岁（含）-60周岁（含）2、收入要求：税前月收入2000元以上、现金流水5000以上3、薪资打卡满6个月、薪资不打卡的除流水外还需提交6个月社保或者公积金凭证4、工作年限：在现单位连续工作满6个月（销售人员需工作满9个月并转正）5、行业限制：暂不接受私营业主和个体工商户等自雇人士申请温馨提示：税前月收入2000以上的客户提供近6个月打卡工资流水方可申请,27960
北京,10万元,12月,10193,2.23,月管理费 1.86%,12,36,分期还款,7,3,信用贷,1,20-60周岁、工作满6个月、打卡工资4000以上1、年龄要求：20-60周岁2、收入要求：每月打卡收入4000元以上（需提供工资银行流水）3、工作年限：现单位连续工作满6个月以上（工作性质为代理的，需在北京市有房产且工作时间满2年）4、额度限制：名下无房产额度为1万-15万，名下有房产额度1万-30万5、行业限制：暂不接受私营业主、个体工商户等自雇人士的申请；暂不受理保险业务员、建筑行业、娱乐行业从业者的申请；暂不受理部队人员的申请温馨提示：只有现金流水的客户必须名下有房产方可申请,22320
北京,10万元,12月,8933,0.72,参考月利率 0.60%,12,48,分期还款,3,1,信用贷,1,北京户口、车龄5年以下、车险满三个月1、需京户、牌照不限2、商业保单车损险保额在15W以上3、一手车当前无车贷4、车龄1年以上5年以下5、平安车险满3个月温馨提示：北京户口、车龄5年以下、车险满三个月方可申请,3019.4
北京,10万元,12月,8823,0.59,月管理费 0.49%,12,48,分期还款,3,2,信用贷,1,22-58周岁、工作满一年、一年社保或公积金记录1、年龄22-58周岁2、工作满一年、有一年社保或者公积金记录3、信用记录良好4、需要有房产5、在特定行业内的正式员工：教育、卫生、科研、新闻、广电、金融、审计师、会计师、电信、烟草、盐务、电力、石油、天然气行业、公共管理与社会组织中的公务员、参照公务员管理的人员及其他具有正式事业编制的人员温馨提示：仅限特定行业内的正式员工申请,5880
北京,10万元,12月,9433,1.32,参考月利率 0.60%,12,48,分期还款,5,3,信用贷,1,22-55周岁、现单位工作满6个月、社保和公积金缴存1年1、22-55周岁2、现单位工作满6个月以上3、社保和公积金连续缴存1年以上4、打卡扣税工资5000元以上5、信用记录良好6、针对于国家公务员、事业单位员工、国企员工、上市公司员工、教师、医生、世界500强、民营500强、银行员工、律师等优质企业放款温馨提示：现单位工作满6个月、社保和公积金缴存1年、打卡扣税工资5000元以上方可申请,2785.4
北京,10万元,12月,8933,0.72,月管理费 0.60%,12,48,分期还款,7,3,信用贷,0,1、身份证2、房产证明资料（1）已经结清贷款的客户提供房产证原件（2）未结清贷款的客户提供按揭、抵押借款合同原件（3）无法提供上2条的客户提供房产查询单原件3、加盖单位公章、人事章、财务章的工作证明原件，需显示申请人的入职时间、职务或职级等信息4、工牌复印件或拍照打印页（需显示申请人姓名、工作单位名称、部门及岗位职务等信息）5、企业法人申请需要法人代表姓名与申请人姓名一致、且经过年检的企业法人营业执照副本（限法人）复印件或拍照打印页(以上材料任选其一),7200
北京,10万元,12月,10423,2.51,月管理费 2.09%,12,36,分期还款,3,2,信用贷,1,22-50周岁、工作半年以上、工资打卡3000以上1、22-50周岁2、工作6个月以上3、工资打卡3000以上4、征信良好温馨提示：22-50周岁、工作半年以上、工资打卡3000以上方可申请,25080
北京,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,2,信用贷,1,25-50周岁、工作半年以上、征信记录满半年1、25-50周岁2、在现工作单位工作满6个月（销售类工作满一年）3、征信记录满半年4、打卡工资3000元以下或现金发薪的授薪人士温馨提示：适合打卡工资3000元以下或现金发薪的授薪人士,27600
北京,10万元,12月,10113,2.14,月管理费 1.78%,12,36,分期还款,3,2,信用贷,1,22-60周岁、工作满6个月、有打卡工资流水1、22周岁（含）-60周岁（不含）2、税后月收入1500元以上且需提供6个月打卡工资流水3、现单位工作满6个月4、提供本地房产、车产等财力证明可增加批款额度5、国家机关工作人员、教师、医生、公用事业单位、电力、能源、通信等正式在编人员、区县级以上电视台、电台、报纸、出版社、图书馆、其他大中型事业单位、组织、国有银行、信用社、大型国有企业、上市公司、全球500强企业基层以上管理人员或拥有专业技术职称的正式在编人员、会计师、建筑师等类专业人士可申请温馨提示：税后月收入1500元以上且需要提供6个月打卡工资流水,21360
北京,10万元,12月,10113,2.14,月管理费 1.78%,12,36,分期还款,3,2,信用贷,1,22-60周岁、4000以上打卡工资、近3个月不能有逾期1、年龄条件：22-60周岁2、流水条件：4000以上打卡工资3、信用条件：近3个月不能有逾期温馨提示：22-60周岁、4000以上打卡工资、近3个月不能有逾期方可申请,21360
北京,10万元,12月,10223,2.27,月管理费 1.89%,12,36,分期还款,5,3,信用贷,1,22-55周岁、工作满半年、必须打卡工资40001、年龄条件：22-55周岁的中国公民、户口无限制、外地户口也可以做2、流水条件：6个月平均打卡工资必须4000以上、流水稳定3、信用条件：信用记录良好，负债不能太高，每月的还的钱不能达到工资的66%4、信用记录空白也行5、3个月不能有超过60天以上逾期、半年之内不能逾期超过3次，1年之内不能超过5次、2年之内不能超过7次6、外地户口的一线操作工不可以、高危行业不能做7、工作满半年温馨提示：22-55周岁、工作满半年、必须打卡工资4000以上方可申请,22680
北京,10万元,12月,9113,0.94,月管理费 0.78%,12,48,分期还款,1,1,信用贷,1,22-60周岁、税后收入3000以上、工作满6个月1、受理行业：仅接受公务员、行政事业编制人员、大型国企正式在编人员、世界500强企业正式人员申请 2、限制行业：暂不接受普通企业、私营业主和个体工商户等自雇人士申请3、年龄要求：22周岁（含）-60周岁（含）4、收入要求：税后月收入3000以上且需提供6个月打卡工资流水5、工作年限：现单位工作满12个月 6、提供本地房产、车等财力证明可增加批款额度7、特殊要求：必须是上市公司、国企公务员、事业单位、老师、医生或注册资本100万起的公司单位8、信用要求：征信近半年不能有连续3次逾期，单张信用卡透支额度必须满7万 温馨提示：必须是上市公司、国企公务员、事业单位、老师、医生方可申请,9360
北京,10万元,12月,10223,2.27,月管理费 1.89%,12,48,分期还款,1,1,信用贷,0,1、申请人及配偶身份证明2、工作证明：劳动合同、工作证明（加盖人事章）或工作证（三者选一）3、收入证明：近6个月工资卡流水4、个人征信报告5、备用其他资信证明；税单、房产证、行驶证、基金、股票等,22680
北京,10万元,12月,9783,1.74,参考月利率 0.60%,12,36,分期还款,2,2,信用贷,1,22-65周岁、本地工作6个月以上、银行代发工资1、22-65周岁2、本地工作6个月以上3、银行代发工资、打卡近6个月平均5000以上的稳定受薪人士4、事业单位、金融机构正式员工4000以上温馨提示：必须打卡工资、现单位工作满6个月方可申请,2621.6
北京,10万元,12月,8662,0.39,参考月利率 0.60%,12,120,分期还款,8,5,抵押贷,1,有北京本地商品房、房龄不超过20年、估值50万以上1、房龄要求：最长不超过20年2、房产类型：北京本地商品房3、抵押物坐落区域：北京4、抵押物类型：普通住宅、别墅5、估值要求：最少50万以上6、受薪人士工作年限：在本单位连续工作1年以上；自雇人士经营年限：公司注册经营满1年温馨提示：有北京本地商品房、房龄不超过20年、估值50万以上方可申请,3146.2
北京,10万元,12月,10333,2.4,月管理费 2.00%,12,36,分期还款,3,1,信用贷,1,21-55周岁、工作满6个月、信用记录良好1、适用人群：国有企业员工、公务员、律师、教师、企业法人、白领上班族，打卡工资最好2、年龄21-55周岁的中国公民3、在本单位工作满6个月，月打卡工资收入3000以上4、3个月银行流水5、信用记录良好，近半年没有超过90天逾期6、出租车司机不行、房地产中介不做、在平安易贷咨询过的客户不受理温馨提示：此产品要求有信用记录、征信空白将不予通过,24000
广州,10万元,12月,8983,0.78,月管理费 0.65%,12,36,分期还款,8,5,信用贷,1,25-60周岁、现单位任职满半年、税前收入5000以上1、年龄要求：男性25-60周岁、女性25-55周岁2、行业要求：公务员、行政事业单位、金融机构、大众传媒等优质企业3、收入要求：税前月收入5000元以上，需提供月打卡工资流水4、工作年限：在现单位连续工作满6个月温馨提示：税前月收入5000元以上、公务员、行政事业单位、金融机构、大众传媒等优质行业上班方可申请,7800
广州,10万元,12月,9083,0.9,月管理费 0.75%,12,36,分期还款,7,5,信用贷,1,23-60周岁、打卡工资5000以上、信用记录良好1、年龄23-60周岁2、在本地的上班半年以上的公务员、国家企事业单位、上市股份公司和民营企业等3、工资流水要求5000元以上，公务员或机关事业单位3000元以上4、信用记录三年内不能有2次逾期以上5、负债不超过收入50％，公务员可以松一些（一般批额是打卡工资的8倍）6、只看打卡工资，其他财力无法增加贷款金额温馨提示：工资流水5000元以上，信用记录3年内不能有2次以上逾期方可申请,9000
广州,10万元,12月,8983,0.78,参考月利率 0.65%,12,36,分期还款,7,5,信用贷,1,工行代发4000以上、有社保公积金、信用良好1、18（含）-70（含）周岁、具有完全民事行为能力的自然人2、公务员、事业单位、国有企业员工、工行代发4000以上、有社保公积金3、工行借记卡（或存折）或信用卡持卡人温馨提示：工行代发4000以上、有社保公积金、信用良好方可申请,3245.6
广州,10万元,12月,10013,2.02,参考月利率 0.66%,12,36,分期还款,3,1,信用贷,1,22-60周岁、每月打卡2000以上、工作6个月以上1、公务员、国企、事业单位、上市公司、世界5百强或者注册公司1千万以上2、代发2000及以上3、不限职位，一线员工也可以，非派遣员工4、22-60周岁，大陆居民，广州工作（征信当前不能有2，半年内不能有3，2年内不能有4）5、如为派遣员工，则每月均代发4000及以上温馨提示：22-60周岁、每月打卡2000以上、工作6个月以上方可申请,2765.3
广州,10万元,12月,10113,2.14,月管理费 1.78%,12,36,分期还款,5,1,信用贷,1,22-60周岁、税后工资4000以上、任职工作满半年1、年龄要求：22-60周岁2、收入要求：税后工资4000以上、需提供月打卡工资流水3、工作年限：在现单位连续工作满6个月4、工作地点：广州5、信用要求：3个月不能有2个月的逾期、半年不能有3个月的逾期温馨提示：在现单位连续工作满6个月、打卡工资4000元以上方可申请,21360
广州,10万元,12月,9225,1.07,参考月利率 1.60%,12,36,分期还款,2,2,信用贷,0,1、身份证2、按揭合同，按揭流水3、工作证明4、公积金和社保缴交记录5、网银发薪流水，学历证明,7687.2
广州,10万元,12月,9783,1.74,月管理费 1.45%,12,36,分期还款,3,1,信用贷,0,1、二代身份证2、工商/农业/建设/招商银行借记卡(选其一)、房产证/按揭合同（选其一）3、工作证明,17400
广州,10万元,12月,9783,1.74,月管理费 1.45%,12,36,分期还款,3,1,信用贷,0,1、登记证2、行驶证3、交强险保单4、商业险保单5、工作证明6、身份证7、住址证明,17400
广州,10万元,12月,9783,1.74,月管理费 1.45%,12,36,分期还款,3,1,信用贷,0,1、二代身份证2、外地人提供居住证或暂住证3、电费单4、公积金账号,17400
广州,10万元,12月,10113,2.14,月管理费 1.78%,12,36,分期还款,5,1,信用贷,1,22-60周岁、税后工资4000以上、任职工作满半年1、年龄要求：22-60周岁2、收入要求：税后工资4000以上、需提供月打卡工资流水3、工作年限：在现单位连续工作满6个月4、工作地点：广州5、信用要求：3个月不能有2个月的逾期、半年不能有3个月的逾期温馨提示：在现单位连续工作满6个月、打卡工资4000元以上方可申请,21360
广州,10万元,12月,9833,1.8,月管理费 1.50%,12,36,分期还款,3,1,抵押贷,1,25-55周岁、申请人名下在本地有房产、月收入2000以上1、25-55周岁2、申请人名下在本地有房产3、信用良好4、月收入2000以上5、本地工作温馨提示：22-55周岁、申请人名下在本地有房产、月收入2000以上方可申请,18000
广州,10万元,12月,10433,2.52,月管理费 2.10%,12,36,分期还款,2,1,信用贷,1,21-55周岁、本地有全款车、信用良好1、21-55周岁2、申请人名下有当地全款车3、信用良好温馨提示：21-55周岁、本地有全款车、信用良好方可申请,25200
广州,10万元,12月,9823,1.79,参考月利率 1.49%,12,36,分期还款,3,2,信用贷,0,1、身份证2、信用报告3、投保证明,6463.7
广州,10万元,12月,10713,2.86,月管理费 2.38%,12,36,分期还款,3,3,信用贷,1,22-60周岁、近3个月流水、打卡工资2000以上1、年龄要求：22周岁（含）-60周岁（含）2、收入要求：有连续的近3个月流水、打卡工资2000以上（现金工资3000以上）3、工作年限：在现单位连续工作满6个月（销售人员需工作满9个月并转正）4、工作地点：广州5、行业限制：暂不接受私营业主和个体工商户等自雇人士申请6、信用要求：3个月不能有2个月的逾期、半年不能有3个月的逾期温馨提示：有连续的近3个月流水、在现单位连续工作满6个月方可申请,28560
广州,10万元,12月,8833,0.6,参考月利率 0.50%,12,60,分期还款,5,3,信用贷,1,25周岁以上、月流水5000元以上、本地社保6个月年龄要求：男性：25岁-60岁；女性：25岁-55岁工作年限：在现单位连续工作满6个月社保要求：在现单位连续缴纳本地社保6个月收入要求：税前月收入5000元以上，需提供月打卡工资流水行业要求：公务员、事业单位人员、国有企业员工、外企员工，在职正式员工温馨提示：25周岁以上、月流水5000元以上、本地社保6个月方可申请,2555.1
广州,10万元,12月,8607,0.33,参考月利率 0.50%,12,36,分期还款,3,3,信用贷,1,25-55周岁、代发工资4200以上、信用记录良好1、25-55周岁2、供房1年以上可贷月供金额45倍；供房半年可贷月供额30倍3、供车1年以上且为广州户籍，可贷月供金额45倍4、平安寿险3期以上，贷年交保费10-20倍5、有代发工资（4200以上）可贷月均流水工资8.4-30倍6、有公积金，可贷额度为近半年平均月缴存额（自己加公司）的80倍-120倍温馨提示：25-55周岁、代发工资4200以上、信用记录良好方可申请,2643.3
广州,10万元,12月,9133,0.96,月管理费 0.80%,12,36,分期还款,2,1,信用贷,1,1、全国范围内有按揭房，月供满半年以上2、25-55岁3、信用记录良好温馨提示：25-55周岁、名下有按揭房，月供满半年以上即可申请,9600
广州,10万元,12月,10633,2.76,月管理费 2.30%,12,36,分期还款,3,1,信用贷,1,22-55周岁、工作满半年以上、信用良好1、22-55周岁2、工作满半年月工资3000以上3、有社保或者公积金4、信用良好温馨提示：22-55周岁、工作满半年以上、信用良好方可申请,27600
广州,10万元,12月,10913,3.1,月管理费 2.58%,12,36,分期还款,5,3,信用贷,1,本地工作、月工资2000以上、信用良好1、本地工作2、申请人所在单位为非个体户3、月工资2000以上4、信用良好温馨提示：本地工作、月工资2000以上、信用良好方可申请,30960
广州,10万元,12月,10613,2.74,参考月利率 0.82%,12,36,分期还款,3,1,信用贷,1,22-55周岁、有购买寿险保单、生效一年以上1、有购买寿险保单，不限保险公司2、传统型、分红险、万能型3、生效一年以上4、月保费200元以上，保额大于5万5、上班半年以上或者经营半年以上6、22-55周岁，大陆居民，广州工作温馨提示：22-55周岁、有购买寿险保单、生效一年以上可申请,3051.9
广州,10万元,12月,10613,2.74,参考月利率 0.73%,12,36,分期还款,3,1,信用贷,0,1、身份证2、社保缴费明细或者网上截图（半年以上）3、住址证明（自己租房 提供租房合同；单位提供住宿 单位提供证明；亲属住房 提供水或者电费发票）辅助材料（提高额度）：1、行驶证2、房产证3、按揭合同及按揭流水4、纳税表,2717
广州,10万元,12月,10333,2.4,月管理费 2.00%,12,36,分期还款,1,1,信用贷,1,22-60周岁、月薪3000以上、征信良好1、22-60周岁2、在广州上班3个月以上3、薪资3000以上4、征信良好，征信记录没有预期60天以上温馨提示：月薪3000元以上、征信记录没有逾期60天以上方可申请,24000
广州,10万元,12月,9783,1.74,参考月利率 0.60%,12,36,分期还款,3,3,信用贷,1,23-60周岁、代发工资5000以上、现单位有购买社保1、年龄23-60周岁的中国大陆公民2、没有不良信用记录（信用记录可空白）3、公务员、事业单位员工、高校教师、医生银行代发2000以上或一般单位需要税后银行代发5000以上4、现单位有购买社保5、信用卡及其他贷款无严重逾期6、负债比不超过月工资55%7、在使用6个月之后方可提前还款，违约金为剩余本金的3%8、工资卡要开通网银，以便核实流水。银行打印的工资流水账号要与网银里的账号一致9、需客户到我处面签10、此贷款不得用于投资、买房等温馨提示：23-60周岁、税后银行代发5000以上、现单位有购买社保,2621.6
广州,10万元,12月,9113,0.94,参考月利率 0.78%,12,36,分期还款,3,2,信用贷,1,23-60周岁、任职工作满半年、税后收入10000以上1、年龄要求：23-60周岁2、收入要求：税后代发工资10000以上，需提供月打卡工资流水3、工作年限：在现单位连续工作满6个月4、工作地点：本地5、行业要求：公务员、事业编制人员、大型国有垄断企业管理员工、律师、会计师等在职人员可申请6、暂不接受个体工商户、私营业主申请7、单张信用卡额度70000以上温馨提示：税后收入10000以上、在现单位连续工作满6个月方可申请,3815.7
广州,10万元,12月,9033,0.84,参考月利率 0.70%,12,60,分期还款,5,2,信用贷,1,1、年龄25-55岁2、银行代发工资4000元以上3、公积金或社保满半年温馨提示：25-55周岁、打卡工资4000以上、公积金或社保满半年,3468
广州,10万元,12月,9133,0.96,参考月利率 0.80%,12,36,分期还款,2,1,信用贷,0,1、身份证2、供车银行卡3、一年供车流水4、车辆登记证,3901
广州,10万元,12月,9133,0.96,参考月利率 0.80%,12,36,分期还款,2,1,信用贷,0,1、身份证2、保单3、工作证，半年银行流水,3901
广州,10万元,12月,8662,0.39,参考月利率 0.60%,12,36,分期还款,5,3,自由选,0,1、身份证2、工作收入证明3、工资流水或公积金,3146.2
广州,10万元,12月,11133,3.36,月管理费 2.80%,12,36,分期还款,3,1,信用贷,1,22-55周岁、工作满半年以上、信用良好1、22-55周岁2、工作满半年以上3、现单位公积金缴存时间六个月以上且月缴2504、信用良好温馨提示：22-55周岁、工作满半年以上、信用良好方可申请,33600
广州,10万元,12月,11133,3.36,月管理费 2.80%,12,36,分期还款,3,1,信用贷,0,1、身份证 2、工作证明 3、住址证明3、保单合同4、缴费凭证,33600
广州,10万元,12月,11133,3.36,月管理费 2.80%,12,36,分期还款,3,1,信用贷,0,1、登记证2、行驶证3、交强险保单4、商业险保单5、工作证明6、身份证7、住址证明,33600
广州,10万元,12月,10913,3.1,月管理费 2.58%,12,36,分期还款,3,1,信用贷,1,22-60周岁、工资月打卡2000、信用良好1、年龄在22-60周岁的中国大陆公民2、收入要求现金3000以上、银行卡发2000以上3、信用良好温馨提示：22-60周岁、工资月打卡2000、信用良好方可申请,30960
广州,10万元,12月,9213,1.06,参考月利率 0.88%,12,48,分期还款,2,1,信用贷,0,1、身份证2、保单3、征信报告,4236.2
广州,10万元,12月,9213,1.06,参考月利率 0.88%,12,48,分期还款,2,1,信用贷,0,1、身份证2、房产证3、征信报告,4236.2
广州,10万元,12月,8885,0.66,参考月利率 1.00%,12,36,分期还款,1,1,信用贷,1,22-55周岁、信用记录良好、工作关系在广州1、22-55周岁2、信用记录良好3、连续6个月银行流水4、广州本地房或者全国各地按揭房或广州红本房独立拥有5、工作关系在广州温馨提示：22-25周岁、信用记录良好、工作关系在广州方可申请,5069.7
广州,10万元,12月,10833,3,参考月利率 1.00%,12,36,分期还款,3,2,信用贷,1,25-60周岁、月薪4000以上、征信良好1、 中国的合法公民（港、澳、台及部队人士暂不办理）2、 年龄25-60周岁3、 常住户口或居住1年（含）以上4、 受薪者现职单位不少于4个月且月收入不低于4000元温馨提示：受薪者现职单位不少于4个月且月收入不低于4000元方可申请,3550.3
广州,10万元,12月,9673,1.61,月管理费 1.34%,12,24,分期还款,3,2,信用贷,0,1、身份证2、户口本3、银行卡（工、农、建、招）4、工作证明和近6个月银行流水5、住处的水、电费单6、个人征信7、可增加额度的材料：房产证、结婚证、行驶证,16080
广州,10万元,12月,10133,2.16,月管理费 1.80%,12,24,分期还款,3,1,信用贷,0,1、身份证2、结婚证（如已婚）3、银行卡（中/农/建/交）4、房产证/购房合同/按揭合同5、最近三期的按揭还款流水、住址证明,21600
广州,10万元,12月,10133,2.16,月管理费 1.80%,12,24,分期还款,3,1,信用贷,0,1、身份证2、银行卡3、最近半年个人流水4、工作证明5、住址证明,21600
广州,10万元,12月,9303,1.16,月管理费 0.97%,12,48,分期还款,2,1,信用贷,0,1、工作证明2、收入证明3、住址证明4、银行流水,11640
广州,10万元,12月,9833,1.8,月管理费 1.50%,12,36,分期还款,3,1,信用贷,1,上班族、工作满6个月、信用良好1、收入要求、税前月收入4200元以上，需提供月打卡工资流水2、工作年限、在现单位连续工作满6个月3、工作地点、申请贷款所在地4、行业要求、在职人士，暂不接受个体工商户，私营业主申请温馨提示：打卡工资4000以上、上班族、信用良好可申请,18000
广州,10万元,12月,8662,0.39,参考月利率 0.60%,12,36,到期还款,7,5,信用贷,1,25-60周岁、有商品房、有半年的银行流水1、年龄要求：25-60周岁2、收入要求：在广州有商品房即可3、优质行业：公务员、行政事业编制人员、大型国有企业、世界500强企业、及上市公司正式在编人员温馨提示：25-60周岁、有商品房、有半年的银行流水方可申请,3146.2
广州,10万元,12月,8662,0.39,参考月利率 0.60%,12,36,分期还款,3,3,抵押贷,1,25-55周岁、打卡工资6000以上、本地有房产1、年龄在22-55周岁的中国大陆公民2、1年之内不能逾期超过6次3、在大型国企、事业单位、优质企业工作半年以上4、每月打卡工资6000以上5、在广州本地有房产（且房龄不超过20年）温馨提示：25-55周岁、打卡工资6000以上、本地有房产方可申请,3146.2
广州,10万元,12月,8933,0.72,月管理费 0.60%,12,36,分期还款,3,2,信用贷,1,25-55周岁、月薪5000以上、征信良好1、年龄：25-55周岁2、银行代发工资6个月以上、税后月收入5000元以上（或购买人寿保险满3年、缴费满4次）3、征信记录很好、负债不高温馨提示：25-55周岁、月薪5000以上、征信良好方可申请,7200
广州,10万元,12月,8662,0.79,参考月利率 0.60%,12,36,分期还款,3,1,信用贷,0,1、身份证，结婚证（已婚）2、工作证明3、流水证明，征信报告4、资产证明（尽可能提供）,3146.2
广州,10万元,12月,10913,3.1,月管理费 2.58%,12,36,分期还款,3,2,信用贷,1,22-55周岁、工资打卡3000以上、个人信用良好1、22-55周岁的本地上班族2、在有限公司上班、本地户口、自己或直系亲属名下有房产、月工资打卡3000以上（四条满足其中一条即可申请）3、个人信用良好温馨提示：22-55周岁的本地上班族，个人信用良好方可申请,30960
广州,10万元,12月,10213,2.26,月管理费 1.88%,12,48,分期还款,3,1,信用贷,1,22-60周岁、月打卡工资2000、优质单位上班一族1、国家公务员、事业单位、公立老师医生、律师、会计师、世界500强、上市企业等优质单位上班一族2、年龄在22-60周岁的中国大陆公民3、每月打卡工资2000以上、需要提供半年银行流水温馨提示：22-60周岁、月打卡工资2000、优质单位上班一族方可申请,22560
广州,10万元,12月,10833,3,月管理费 2.50%,12,36,分期还款,3,1,信用贷,1,20-55周岁、月薪2000以上、本地工作3个月以上1、年龄大于等于20周岁-小于55周岁2、申请者的居住地、工作地以及贷款申请所在地必须要在同一个城市3、近3个月平均每月固定税后收入大于等于2000元、可提供相应银行流水4、现单位连续工作3个月以上、可提供工作证明（劳动合同或公司开具的工作证明）5、其他机构未出现严重逾期，如信用卡有过逾期30天以上记录的则不予申请温馨提示：20-55周岁、月薪2000以上、本地工作3个月以上方可申请,30000
广州,10万元,12月,8857,1.13,参考月利率 0.95%,12,36,分期还款,3,2,信用贷,0,1、身份证2、相关资料,4837
广州,10万元,12月,9113,0.94,参考月利率 0.78%,12,36,分期还款,3,2,信用贷,1,23-60周岁、任职工作满半年、税后收入1万以上1、年龄要求：23-60周岁2、收入要求：税后月收入10000元以上，需提供月打卡工资流水3、工作年限：在现单位连续工作满6个月4、工作地点：本地5、行业要求：公务员、事业编制人员、大型国有垄断企业管理员工、律师、会计师等在职人员可申请6、暂不接受个体工商户、私营业主申请7、税后收入10000以上温馨提示：税后收入1万以上、在现单位连续工作满6个月方可申请,3815.7
广州,10万元,12月,8690,0.43,参考月利率 0.65%,12,60,分期还款,5,5,信用贷,1,事业单位任职人员、工作收入稳定、信用良好1、在广州、佛山、深圳等地工作2、公务员、事业单位、老师医生、国企、上市公司员工等上班族温馨提示：公务员、事业单位、老师医师、国企、上市公司员工方可申请,3394.2
广州,10万元,12月,10713,2.86,参考月利率 0.67%,12,24,分期还款,3,2,信用贷,0,1、身份证2、工作证明3、房产证 或者按揭/抵押合同及近3个月按揭流水4、近60天水/电/物业管理发票辅助材料（提高额度）：行驶证、个人大额流水,2441.4
广州,10万元,12月,9583,1.5,参考月利率 0.65%,12,24,分期还款,7,5,信用贷,1,注册满2年、POS机收单额30万、信用良好1、在广州注册满2年2、过去1年银联POS机收单额达30万元3、信用良好温馨提示：注册满两年、POS机收单额30万、信用良好方可申请,2941.4
广州,10万元,12月,10783,2.94,月管理费 2.45%,12,24,分期还款,3,2,信用贷,1,公司法人证明、有营业执照、有本地房产1、申请人或其配偶名下有本市住宅类商品房产的客户群2、营业执照副本温馨提示：申请者须为公司法人，需提供营业执照方可申请,29400
广州,10万元,12月,10213,2.26,月管理费 1.88%,12,36,分期还款,3,2,信用贷,1,22-55周岁、打卡工资3000以上、信用良好1、22-55周岁适合本地上市公司职员、政府事业单位国企工作人员2、信用良好3、月工资打卡3000以上温馨提示：月打卡工资3000元以上方可申请,22560
广州,10万元,12月,8662,0.39,参考月利率 0.60%,12,36,分期还款,3,2,信用贷,1,25-55周岁、代发工资4200以上、信用记录良好1、25-55周岁2、供房1年以上可贷月供金额45倍；供房半年可贷月供额30倍3、供车1年以上且为广州户籍，可贷月供金额45倍4、平安寿险3期以上，贷年交保费10-20倍5、有代发工资（4200以上）可贷月均流水工资8.4-30倍6、有公积金，可贷额度为近半年平均月缴存额（自己加公司）的80倍-120倍温馨提示：25-55周岁、代发工资4200以上、信用记录良好方可申请,3146.2
广州,10万元,12月,9613,1.54,参考月利率 0.43%,12,36,分期还款,3,3,信用贷,1,23-60周岁、代发工资3000以上、现单位有购买社保1、年龄23-60周岁的中国大陆公民2、没有不良信用记录（信用记录可空白）3、公务员、事业单位员工、高校教师、医生银行代发2000以上或一般单位需要银行代发3000以上4、现单位有购买社保5、信用卡及其他贷款无严重逾期6、负债比不超过月工资55%7、在使用6个月之后方可提前还款，违约金为剩余本金的3%8、工资卡要开通网银，以便核实流水。银行打印的工资流水账号要与网银里的账号一致9、需客户到我处面签10、此贷款不得用于投资、买房等温馨提示：23-60周岁、代发工资3000以上、现单位有购买社保,1935.8
